#[%Y%m%d%H%M%S UTC]	[active valve]	[state]	[0 = startup | 1 = manual | 2 = timeout | 3 = optimal | 4 = alert]
timestamp	ID	measurement	switchCode
20210328083439	A2	1	2
20210328084132	B	0	2
20210328084633	B	1	2
20210328085036	C	0	2
20210328085537	C	1	2
20210328085702	D	0	2
20210328090202	D	1	2
20210328090734	E	0	2
20210328091235	E	1	2
20210328092209	F	0	2
20210328092710	F	1	2
20210328092741	G	0	2
20210328093242	G	1	2
20210328094233	H	0	2
20210328094734	H	1	2
20210328095340	G	0	2
20210328095840	G	1	2
20210328100308	F	0	2
20210328100809	F	1	2
20210328101155	E	0	2
20210328101656	E	1	2
20210328101727	D	0	2
20210328102228	D	1	2
20210328102344	C	0	2
20210328102845	C	1	2
20210328103125	B	0	2
20210328103625	B	1	2
20210328103905	A	0	2
20210328104406	A	1	2
20210328104640	A2	0	2
20210328105141	A2	1	2
20210328105212	B	0	2
20210328105713	B	1	2
20210328105744	C	0	2
20210328110244	C	1	2
20210328110514	D	0	2
20210328111015	D	1	2
20210328112016	E	0	2
20210328112517	E	1	2
20210328112548	F	0	2
20210328113049	F	1	2
20210328113149	G	0	2
20210328113650	G	1	2
20210328113844	H	0	2
20210328114345	H	1	2
20210328114542	G	0	2
20210328115043	G	1	2
20210328115322	F	0	2
20210328115823	F	1	2
20210328115915	E	0	2
20210328120105	f	0	0
20210328120356	f	0	0
20210328120358	A	0	1
20210328120711	f	0	0
20210328120715	A	0	1
20210328121219	A	1	2
20210328130417	f	0	0
20210328130424	B	0	1
20210328130927	B	1	2
20210328130957	C	0	3
20210328131458	C	1	2
20210328131759	f	0	0
20210328131806	A	0	1
20210328131902	A2	0	2
20210328131925	B	0	2
20210328132335	C	0	2
20210328132835	C	1	2
20210328133623	D	0	3
20210328134124	D	1	2
20210328135124	E	0	2
20210328135624	E	1	2
20210328135657	F	0	3
20210328140157	F	1	2
20210328141157	G	0	2
20210328141658	G	1	2
20210328142057	H	0	3
20210328142557	H	1	2
20210328143036	G	0	3
20210328143536	G	1	2
20210328143845	F	0	3
20210328144345	F	1	2
20210328144505	E	0	3
20210328145005	E	1	2
20210328145149	D	0	3
20210328145649	D	1	2
20210328150146	C	0	3
20210328150647	C	1	2
20210328151415	B	0	3
20210328151915	B	1	2
20210328152217	A	0	3
20210328152718	A	1	2
20210328153352	A2	0	3
20210328153852	A2	1	2
20210328153924	B	0	3
20210328154424	B	1	2
20210328154611	C	0	3
20210328155111	C	1	2
20210328155537	D	0	3
20210328160037	D	1	2
20210328160152	E	0	3
20210328160653	E	1	2
20210328161038	F	0	3
20210328161539	F	1	2
20210328161748	G	0	3
20210328162250	G	1	2
20210328163250	H	0	2
20210328163751	H	1	2
20210328164133	G	0	3
20210328164634	G	1	2
20210328164706	F	0	3
20210328165206	F	1	2
20210328165429	E	0	3
20210328165929	E	1	2
20210328170010	D	0	3
20210328170511	D	1	2
20210328170541	C	0	3
20210328171041	C	1	2
20210328171112	B	0	3
20210328171612	B	1	2
20210328171856	A	0	3
20210328172358	A	1	2
20210328172429	A2	0	3
20210328172929	A2	1	2
20210328173000	B	0	3
20210328173501	B	1	2
20210328173630	C	0	3
20210328174132	C	1	2
20210328174203	D	0	3
20210328174704	D	1	2
20210328174735	E	0	3
20210328175237	E	1	2
20210328175356	F	0	3
20210328175857	F	1	2
20210328180134	G	0	3
20210328180636	G	1	2
20210328180926	H	0	3
20210328181428	H	1	2
20210328182429	G	0	2
20210328182930	G	1	2
20210328183931	F	0	2
20210328184433	F	1	2
20210328185433	E	0	2
20210328185935	E	1	2
20210328190037	D	0	3
20210328190538	D	1	2
20210328191539	C	0	2
20210328192040	C	1	2
20210328192127	B	0	3
20210328192629	B	1	2
20210328192700	A	0	3
20210328193201	A	1	2
20210328194201	A2	0	2
20210328194702	A2	1	2
20210328195703	B	0	2
20210328200204	B	1	2
20210328201204	C	0	2
20210328201705	C	1	2
20210328202706	D	0	2
20210328203208	D	1	2
20210328204133	E	0	3
20210328204633	E	1	2
20210328205320	F	0	3
20210328205821	F	1	2
20210328210404	G	0	3
20210328210906	G	1	2
20210328211415	H	0	3
20210328211916	H	1	2
20210328212410	G	0	3
20210328212910	G	1	2
20210328212941	F	0	3
20210328213441	F	1	2
20210328213512	E	0	3
20210328214014	E	1	2
20210328214145	D	0	3
20210328214646	D	1	2
20210328214717	C	0	3
20210328215219	C	1	2
20210328215250	B	0	3
20210328215751	B	1	2
20210328215959	A	0	3
20210328220500	A	1	2
20210328220531	A2	0	3
20210328221031	A2	1	2
20210328221101	B	0	3
20210328221602	B	1	2
20210328222244	C	0	3
20210328222745	C	1	2
20210328222816	D	0	3
20210328223316	D	1	2
20210328224233	E	0	3
20210328224734	E	1	2
20210328224952	F	0	3
20210328225453	F	1	2
20210328225833	G	0	3
20210328230335	G	1	2
20210328231335	H	0	2
20210328231835	H	1	2
20210328231905	G	0	3
20210328232406	G	1	2
20210328233200	F	0	3
20210328233701	F	1	2
20210328233732	E	0	3
20210328234233	E	1	2
20210328234743	D	0	3
20210328235244	D	1	2
20210328235315	C	0	3
20210328235816	C	1	2
20210329000315	B	0	3
20210329000816	B	1	2
20210329000847	A	0	3
20210329001348	A	1	2
20210329001419	A2	0	3
20210329001920	A2	1	2
20210329002014	B	0	3
20210329002515	B	1	2
20210329002546	C	0	3
20210329003047	C	1	2
20210329003118	D	0	3
20210329003619	D	1	2
20210329004354	E	0	3
20210329004855	E	1	2
20210329005342	F	0	3
20210329005843	F	1	2
20210329005914	G	0	3
20210329010415	G	1	2
20210329010446	H	0	3
20210329010947	H	1	2
20210329011454	G	0	3
20210329011955	G	1	2
20210329012026	F	0	3
20210329012527	F	1	2
20210329013026	E	0	3
20210329013526	E	1	2
20210329013557	D	0	3
20210329014058	D	1	2
20210329014130	C	0	3
20210329014630	C	1	2
20210329014838	B	0	3
20210329015339	B	1	2
20210329015410	A	0	3
20210329015912	A	1	2
20210329015943	A2	0	3
20210329020443	A2	1	2
20210329020726	B	0	3
20210329021228	B	1	2
20210329021600	C	0	3
20210329022100	C	1	2
20210329022327	D	0	3
20210329022828	D	1	2
20210329023826	E	0	3
20210329024327	E	1	2
20210329025327	F	0	2
20210329025828	F	1	2
20210329025918	G	0	3
20210329030419	G	1	2
20210329030523	H	0	3
20210329031023	H	1	2
20210329031307	G	0	3
20210329031808	G	1	2
20210329031839	F	0	3
20210329032340	F	1	2
20210329032922	E	0	3
20210329033423	E	1	2
20210329034236	D	0	3
20210329034737	D	1	2
20210329035530	C	0	3
20210329040031	C	1	2
20210329040102	B	0	3
20210329040603	B	1	2
20210329040848	A	0	3
20210329041349	A	1	2
20210329041819	A2	0	3
20210329042320	A2	1	2
20210329043302	B	0	3
20210329043803	B	1	2
20210329044237	C	0	3
20210329044738	C	1	2
20210329044809	D	0	3
20210329045310	D	1	2
20210329045341	E	0	3
20210329045842	E	1	2
20210329050256	F	0	3
20210329050756	F	1	2
20210329050827	G	0	3
20210329051329	G	1	2
20210329051844	H	0	3
20210329052345	H	1	2
20210329052416	G	0	3
20210329052917	G	1	2
20210329052948	F	0	3
20210329053449	F	1	2
20210329053736	E	0	3
20210329054237	E	1	2
20210329054308	D	0	3
20210329054809	D	1	2
20210329054840	C	0	3
20210329055341	C	1	2
20210329055524	B	0	3
20210329060025	B	1	2
20210329060056	A	0	3
20210329060557	A	1	2
20210329060628	A2	0	3
20210329061129	A2	1	2
20210329061225	B	0	3
20210329061726	B	1	2
20210329061757	C	0	3
20210329062258	C	1	2
20210329062329	D	0	3
20210329062830	D	1	2
20210329063200	E	0	3
20210329063701	E	1	2
20210329063732	F	0	3
20210329064233	F	1	2
20210329065233	G	0	2
20210329065733	G	1	2
20210329070734	H	0	2
20210329071235	H	1	2
20210329071305	G	0	3
20210329071806	G	1	2
20210329072022	F	0	3
20210329072523	F	1	2
20210329072554	E	0	3
20210329073054	E	1	2
20210329073125	D	0	3
20210329073626	D	1	2
20210329074432	C	0	3
20210329074932	C	1	2
20210329075002	B	0	3
20210329075503	B	1	2
20210329080043	A	0	3
20210329080543	A	1	2
20210329080613	A2	0	3
20210329081115	A2	1	2
20210329081853	B	0	3
20210329082354	B	1	2
20210329082425	C	0	3
20210329082926	C	1	2
20210329083400	D	0	3
20210329083901	D	1	2
20210329083932	E	0	3
20210329084432	E	1	2
20210329084503	F	0	3
20210329085003	F	1	2
20210329085109	G	0	3
20210329085610	G	1	2
20210329085641	H	0	3
20210329090141	H	1	2
20210329090212	G	0	3
20210329090713	G	1	2
20210329091713	F	0	2
20210329092214	F	1	2
20210329092516	E	0	3
20210329093016	E	1	2
20210329093047	D	0	3
20210329093548	D	1	2
20210329093619	C	0	3
20210329094120	C	1	2
20210329094607	B	0	3
20210329095108	B	1	2
20210329095139	A	0	3
20210329095640	A	1	2
20210329100219	A2	0	3
20210329100720	A2	1	2
20210329100806	B	0	3
20210329101307	B	1	2
20210329101338	C	0	3
20210329101838	C	1	2
20210329102037	D	0	3
20210329102537	D	1	2
20210329102611	E	0	3
20210329103111	E	1	2
20210329103142	F	0	3
20210329103643	F	1	2
20210329103810	G	0	3
20210329104311	G	1	2
20210329104342	H	0	3
20210329104842	H	1	2
20210329104913	G	0	3
20210329105413	G	1	2
20210329105503	F	0	3
20210329110005	F	1	2
20210329110036	E	0	3
20210329110537	E	1	2
20210329110608	D	0	3
20210329111109	D	1	2
20210329111226	C	0	3
20210329111726	C	1	2
20210329111758	B	0	3
20210329112259	B	1	2
20210329112330	A	0	3
20210329112830	A	1	2
20210329113550	A2	0	3
20210329114052	A2	1	2
20210329114123	B	0	3
20210329114624	B	1	2
20210329115519	C	0	3
20210329120020	C	1	2
20210329121021	D	0	2
20210329121521	D	1	2
20210329122328	E	0	3
20210329122828	E	1	2
20210329123543	F	0	3
20210329124044	F	1	2
20210329124516	G	0	3
20210329125017	G	1	2
20210329125048	H	0	3
20210329125550	H	1	2
20210329130049	G	0	3
20210329130549	G	1	2
20210329130619	F	0	3
20210329131119	F	1	2
20210329131149	E	0	3
20210329131651	E	1	2
20210329131739	D	0	3
20210329132239	D	1	2
20210329132310	C	0	3
20210329132811	C	1	2
20210329132842	B	0	3
20210329133343	B	1	2
20210329134203	A	0	3
20210329134703	A	1	2
20210329134734	A2	0	3
20210329135235	A2	1	2
20210329135306	B	0	3
20210329135807	B	1	2
20210329135838	C	0	3
20210329140339	C	1	2
20210329140410	D	0	3
20210329140910	D	1	2
20210329141345	E	0	3
20210329141845	E	1	2
20210329141916	F	0	3
20210329142417	F	1	2
20210329142828	G	0	3
20210329143330	G	1	2
20210329143401	H	0	3
20210329143902	H	1	2
20210329143933	G	0	3
20210329144434	G	1	2
20210329144751	F	0	3
20210329145252	F	1	2
20210329145324	E	0	3
20210329145824	E	1	2
20210329145855	D	0	3
20210329150355	D	1	2
20210329150529	C	0	3
20210329151030	C	1	2
20210329151605	B	0	3
20210329152106	B	1	2
20210329152411	A	0	3
20210329152913	A	1	2
20210329153613	A2	0	3
20210329154114	A2	1	2
20210329155114	B	0	3
20210329155614	B	1	2
20210329160256	C	0	3
20210329160756	C	1	2
20210329160828	D	0	3
20210329161328	D	1	2
20210329162114	E	0	3
20210329162614	E	1	2
20210329163111	F	0	3
20210329163612	F	1	2
20210329164340	G	0	3
20210329164840	G	1	2
20210329164911	H	0	3
20210329165412	H	1	2
20210329165656	G	0	3
20210329170157	G	1	2
20210329170545	F	0	3
20210329171046	F	1	2
20210329172046	E	0	2
20210329172546	E	1	2
20210329172636	D	0	3
20210329173137	D	1	2
20210329173209	C	0	3
20210329173709	C	1	2
20210329174201	B	0	3
20210329174702	B	1	2
20210329175218	A	0	3
20210329175718	A	1	2
20210329180243	A2	0	3
20210329180744	A2	1	2
20210329181252	B	0	3
20210329181752	B	1	2
20210329182348	C	0	3
20210329182848	C	1	2
20210329183549	D	0	3
20210329184050	D	1	2
20210329184121	E	0	3
20210329184622	E	1	2
20210329184653	F	0	3
20210329185154	F	1	2
20210329185748	G	0	3
20210329190249	G	1	2
20210329190319	H	0	3
20210329190820	H	1	2
20210329190850	G	0	3
20210329191351	G	1	2
20210329191422	F	0	3
20210329191923	F	1	2
20210329192148	E	0	3
20210329192648	E	1	2
20210329193648	D	0	2
20210329194150	D	1	2
20210329194518	C	0	3
20210329195018	C	1	2
20210329195049	B	0	3
20210329195549	B	1	2
20210329200117	A	0	3
20210329200618	A	1	2
20210329201129	A2	0	3
20210329201630	A2	1	2
20210329202324	B	0	3
20210329202824	B	1	2
20210329203825	C	0	2
20210329204326	C	1	2
20210329205327	D	0	2
20210329205827	D	1	2
20210329205949	E	0	3
20210329210450	E	1	2
20210329210530	F	0	3
20210409171303	f	0	0
20210409171436	f	0	0
20210409171546	f	0	0
20210409171623	f	0	0
20210409171755	f	0	0
20210409172603	f	0	0
20210409173053	f	0	0
20210409173133	f	0	0
20210409173231	f	0	0
20210409173815	f	0	0
20210409173954	f	0	0
20210409174049	f	0	0
20210409174203	f	0	0
20210409174225	f	0	0
20210412103504	f	0	0
20210412103505	A	0	1
20210412103551	f	0	0
20210412103633	f	0	0
20210412103646	f	0	0
20210412122355	f	0	0
20210412123356	f	0	0
20210412123801	f	0	0
20210412123909	f	0	0
20210412123953	f	0	0
20210412124035	f	0	0
20210412124036	A	0	1
20210412124046	A	1	1
20210412124047	A	0	1
20210412124200	f	0	0
20210412124321	f	0	0
20210412124553	f	0	0
20210412124612	f	0	0
20210412124822	f	0	0
20210412124845	f	0	0
20210412125051	f	0	0
20210412125127	f	0	0
20210412125303	f	0	0
20210412125436	f	0	0
20210412125631	f	0	0
20210412125756	f	0	0
20210412125857	G	0	1
20210412141315	f	0	0
20210412141753	f	0	0
20210412141914	f	0	0
20210412145607	f	0	0
20210412145614	A	0	1
20210412145712	f	0	0
20210412145718	A	0	1
20210412145800	f	0	0
20210412145812	B	0	1
20210412145916	f	0	0
20210426125048	a	0	0
20210426125119	a	0	0
20210426125123	a	1	1
20210426125153	a	0	0
20210426125156	a	1	2
20210426125159	b	0	2
20210426125201	b	1	2
20210426125204	c	0	2
20210426125206	c	1	2
20210426125209	d	0	2
20210426125211	d	1	2
20210426125214	e	0	2
20210426125216	e	1	2
20210426125219	f	0	2
20210426125222	f	1	2
20210426125225	g	0	2
20210426125227	g	1	2
20210426125230	h	0	2
20210426125232	h	1	2
20210426125235	i	0	2
20210426125237	i	1	2
20210426125240	j	0	2
20210426125242	j	1	2
20210426125245	k	0	2
20210426125247	k	1	2
20210426125250	l	0	2
20210426125252	l	1	2
20210426125255	m	0	2
20210426125257	m	1	2
20210426125300	n	0	2
20210426125303	n	1	2
20210426125306	o	0	2
20210426125308	o	1	2
20210426125311	p	0	2
20210426125313	p	1	2
20210426125316	q	0	2
20210426125318	q	1	2
20210426125321	r	0	2
20210426125323	r	1	2
20210426125326	s	0	2
20210426125328	s	1	2
20210426125331	t	0	2
20210426125333	t	1	2
20210426125336	u	0	2
20210426125338	u	1	2
20210426125341	v	0	2
20210426125343	v	1	2
20210426125346	w	0	2
20210426125348	w	1	2
20210426125351	x	0	2
20210426125354	x	1	2
20210426125357	a	0	2
20210426125359	a	1	2
20210426125402	b	0	2
20210426125404	b	1	2
20210426125407	c	0	2
20210426125409	c	1	2
20210426125412	d	0	2
20210426125414	d	1	2
20210426125417	e	0	2
20210426125419	e	1	2
20210426125422	f	0	2
20210426125424	f	1	2
20210426125427	g	0	2
20210426125429	g	1	2
20210426125432	h	0	2
20210426125434	h	1	2
20210426125438	i	0	2
20210426125440	i	1	2
20210426125443	j	0	2
20210426125445	j	1	2
20210426125448	k	0	2
20210426125450	k	1	2
20210426125453	l	0	2
20210426125455	l	1	2
20210426125458	m	0	2
20210426125500	m	1	2
20210426125503	n	0	2
20210426125505	n	1	2
20210426125508	o	0	2
20210426125510	o	1	2
20210426125514	p	0	2
20210426125516	p	1	2
20210426125519	q	0	2
20210426125521	q	1	2
20210426125524	r	0	2
20210426125526	r	1	2
20210426125529	s	0	2
20210426125531	s	1	2
20210426125534	t	0	2
20210426125536	t	1	2
20210426125539	u	0	2
20210426125541	u	1	2
20210426125544	v	0	2
20210426125547	v	1	2
20210426125550	w	0	2
20210426125552	w	1	2
20210426125555	x	0	2
20210426125557	x	1	2
20210426125600	a	0	2
20210426125602	a	1	2
20210426125605	b	0	2
20210426125607	b	1	2
20210426125610	c	0	2
20210426125612	c	1	2
20210426125615	d	0	2
20210426125617	d	1	2
20210426125620	e	0	2
20210426125622	e	1	2
20210426125626	f	0	2
20210426125628	f	1	2
20210426125631	g	0	2
20210426125633	g	1	2
20210426125636	h	0	2
20210426125638	h	1	2
20210426125641	i	0	2
20210426125643	i	1	2
20210426125646	j	0	2
20210426125648	j	1	2
20210426125651	k	0	2
20210426125654	k	1	2
20210426125657	l	0	2
20210426125659	l	1	2
20210426125702	m	0	2
20210426125704	m	1	2
20210426125707	n	0	2
20210426125709	n	1	2
20210426125712	o	0	2
20210426125714	o	1	2
20210426125717	p	0	2
20210426125719	p	1	2
20210426125722	q	0	2
20210426125724	q	1	2
20210426125727	r	0	2
20210426125729	r	1	2
20210426125732	s	0	2
20210426125734	s	1	2
20210426125738	t	0	2
20210426125740	t	1	2
20210426125743	u	0	2
20210426125745	u	1	2
20210426125748	v	0	2
20210426125750	v	1	2
20210426125753	w	0	2
20210426125755	w	1	2
20210426125758	x	0	2
20210426125800	x	1	2
20210426125803	a	0	2
20210426125805	a	1	2
20210426125808	b	0	2
20210426125810	b	1	2
20210426125813	c	0	2
20210426125816	c	1	2
20210426125819	d	0	2
20210426125821	d	1	2
20210426125824	e	0	2
20210426125826	e	1	2
20210426125829	f	0	2
20210426125831	f	1	2
20210426125834	g	0	2
20210426125836	g	1	2
20210426125839	h	0	2
20210426125841	h	1	2
20210426125844	i	0	2
20210426125846	i	1	2
20210426125849	j	0	2
20210426125852	j	1	2
20210426125855	k	0	2
20210426125857	k	1	2
20210426125900	l	0	2
20210426125902	l	1	2
20210426125905	m	0	2
20210426125907	m	1	2
20210426125910	n	0	2
20210426125912	n	1	2
20210426125915	o	0	2
20210426125917	o	1	2
20210426125920	p	0	2
20210426125922	p	1	2
20210426125925	q	0	2
20210426125928	q	1	2
20210426125931	r	0	2
20210426125933	r	1	2
20210426125936	s	0	2
20210426125938	s	1	2
20210426125941	t	0	2
20210426125943	t	1	2
20210426125946	u	0	2
20210426125948	u	1	2
20210426125951	v	0	2
20210426125953	v	1	2
20210426125956	w	0	2
20210426125958	w	1	2
20210426130001	x	0	2
20210426130003	x	1	2
20210426130007	a	0	2
20210426130009	a	1	2
20210426130012	b	0	2
20210426130014	b	1	2
20210426130017	c	0	2
20210426130019	c	1	2
20210426130022	d	0	2
20210426130024	d	1	2
20210426130027	e	0	2
20210426130029	e	1	2
20210426130032	f	0	2
20210426130034	f	1	2
20210426130037	g	0	2
20210426130039	g	1	2
20210426130042	h	0	2
20210426130044	h	1	2
20210426130048	i	0	2
20210426130050	i	1	2
20210426130053	j	0	2
20210426130055	j	1	2
20210426130058	k	0	2
20210426130100	k	1	2
20210426130103	l	0	2
20210426130105	l	1	2
20210426130108	m	0	2
20210426130110	m	1	2
20210426130113	n	0	2
20210426130115	n	1	2
20210426130118	o	0	2
20210426130120	o	1	2
20210426130123	p	0	2
20210426130126	p	1	2
20210426130129	q	0	2
20210426130131	q	1	2
20210426130134	r	0	2
20210426130136	r	1	2
20210426130139	s	0	2
20210426130141	s	1	2
20210426130144	t	0	2
20210426130146	t	1	2
20210426130149	u	0	2
20210426130151	u	1	2
20210426130154	v	0	2
20210426130156	v	1	2
20210426130200	w	0	2
20210426130202	w	1	2
20210426130205	x	0	2
20210426130207	x	1	2
20210426130210	a	0	2
20210426130212	a	1	2
20210426130215	b	0	2
20210426130217	b	1	2
20210426130220	c	0	2
20210426130222	c	1	2
20210426130225	d	0	2
20210426130227	d	1	2
20210426130230	e	0	2
20210426130232	e	1	2
20210426130235	f	0	2
20210426130237	f	1	2
20210426130241	g	0	2
20210426130243	g	1	2
20210426130246	h	0	2
20210426130248	h	1	2
20210426130251	i	0	2
20210426130253	i	1	2
20210426130256	j	0	2
20210426130258	j	1	2
20210426130301	k	0	2
20210426130303	k	1	2
20210426130306	l	0	2
20210426130308	l	1	2
20210426130311	m	0	2
20210426130313	m	1	2
20210426130316	n	0	2
20210426130319	n	1	2
20210426130322	o	0	2
20210426130324	o	1	2
20210426130327	p	0	2
20210426130329	p	1	2
20210426130332	q	0	2
20210426130334	q	1	2
20210426130337	r	0	2
20210426130339	r	1	2
20210426130342	s	0	2
20210426130344	s	1	2
20210426130347	t	0	2
20210426130349	t	1	2
20210426130352	u	0	2
20210426130354	u	1	2
20210426130357	v	0	2
20210426130359	v	1	2
20210426130402	w	0	2
20210426130404	w	1	2
20210426130407	x	0	2
20210426130409	x	1	2
20210426130412	a	0	2
20210426130414	a	1	2
20210426130417	b	0	2
20210426130419	b	1	2
20210426130422	c	0	2
20210426130425	c	1	2
20210426130428	d	0	2
20210426130430	d	1	2
20210426130433	e	0	2
20210426130435	e	1	2
20210426130438	f	0	2
20210426130440	f	1	2
20210426130443	g	0	2
20210426130445	g	1	2
20210426130448	h	0	2
20210426130450	h	1	2
20210426130453	i	0	2
20210426130455	i	1	2
20210426130458	j	0	2
20210426130500	j	1	2
20210426130504	k	0	2
20210426130506	k	1	2
20210426130509	l	0	2
20210426130511	l	1	2
20210426130514	m	0	2
20210426130516	m	1	2
20210426130519	n	0	2
20210426130521	n	1	2
20210426130524	o	0	2
20210426130526	o	1	2
20210426130529	p	0	2
20210426130531	p	1	2
20210426130535	q	0	2
20210426130537	q	1	2
20210426130540	r	0	2
20210426130542	r	1	2
20210426130545	s	0	2
20210426130547	s	1	2
20210426130550	t	0	2
20210426130552	t	1	2
20210426130555	u	0	2
20210426130557	u	1	2
20210426130600	v	0	2
20210426130602	v	1	2
20210426130605	w	0	2
20210426130607	w	1	2
20210426130610	x	0	2
20210426130613	x	1	2
20210426130616	a	0	2
20210426130618	a	1	2
20210426130621	b	0	2
20210426130623	b	1	2
20210426130626	c	0	2
20210426130628	c	1	2
20210426130631	d	0	2
20210426130633	d	1	2
20210426130636	e	0	2
20210426130638	e	1	2
20210426130641	f	0	2
20210426130643	f	1	2
20210426130646	g	0	2
20210426130648	g	1	2
20210426130652	h	0	2
20210426130654	h	1	2
20210426130657	i	0	2
20210426130659	i	1	2
20210426130702	j	0	2
20210426130704	j	1	2
20210426130707	k	0	2
20210426130709	k	1	2
20210426130712	l	0	2
20210426130714	l	1	2
20210426130717	m	0	2
20210426130719	m	1	2
20210426130722	n	0	2
20210426130725	n	1	2
20210426130728	o	0	2
20210426130730	o	1	2
20210426130733	p	0	2
20210426130735	p	1	2
20210426130738	q	0	2
20210426130740	q	1	2
20210426130743	r	0	2
20210426130745	r	1	2
20210426130748	s	0	2
20210426130750	s	1	2
20210426130753	t	0	2
20210426130755	t	1	2
20210426130758	u	0	2
20210426130800	u	1	2
20210426130804	v	0	2
20210426130806	v	1	2
20210426130809	w	0	2
20210426130811	w	1	2
20210426130814	x	0	2
20210426130816	x	1	2
20210426130819	a	0	2
20210426130821	a	1	2
20210426130824	b	0	2
20210426130826	b	1	2
20210426130829	c	0	2
20210426130831	c	1	2
20210426130834	d	0	2
20210426130837	d	1	2
20210426130840	e	0	2
20210426130842	e	1	2
20210426130845	f	0	2
20210426130847	f	1	2
20210426130850	g	0	2
20210426130852	g	1	2
20210426130855	h	0	2
20210426130857	h	1	2
20210426130900	i	0	2
20210426130902	i	1	2
20210426130905	j	0	2
20210426130907	j	1	2
20210426130910	k	0	2
20210426130913	k	1	2
20210426130916	l	0	2
20210426130918	l	1	2
20210426130921	m	0	2
20210426130923	m	1	2
20210426130926	n	0	2
20210426130928	n	1	2
20210426130931	o	0	2
20210426130933	o	1	2
20210426130936	p	0	2
20210426130938	p	1	2
20210426130941	q	0	2
20210426130943	q	1	2
20210426130946	r	0	2
20210426130948	r	1	2
20210426130952	s	0	2
20210426130954	s	1	2
20210426130957	t	0	2
20210426130959	t	1	2
20210426131002	u	0	2
20210426131004	u	1	2
20210426131007	v	0	2
20210426131009	v	1	2
20210426131012	w	0	2
20210426131014	w	1	2
20210426131017	x	0	2
20210426131019	x	1	2
20210426131022	a	0	2
20210426131024	a	1	2
20210426131027	b	0	2
20210426131030	b	1	2
20210426131033	c	0	2
20210426131035	c	1	2
20210426131038	d	0	2
20210426131040	d	1	2
20210426131043	e	0	2
20210426131045	e	1	2
20210426131048	f	0	2
20210426131050	f	1	2
20210426131053	g	0	2
20210426131055	g	1	2
20210426131058	h	0	2
20210426131100	h	1	2
