DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                WarmBoxTemp               DasTemp                   EtalonTemp                MPVPosition               OutletValve               ValveMask                 H2O                       Delta_18_16               Delta_D_H                 CH4                       n2_flag                   baseline_shift            slope_shift               residuals                 
2021-03-11                18:05:05.505              69.75353594               1674.084863               70.75353594               1615485905.505            2                         963                       4.9998161926E+01          8.0005119324E+01          4.4999626160E+01          3.7125000000E+01          4.4824851990E+01          0.0000000000E+00          3.1170113438E+04          0.0000000000E+00          5.7472088239E+02          -2.4367951505E+01         -1.0091701226E+02         5.7138691900E-01          0.0000000000E+00          8.2382271106E+00          1.6512734919E+00          1.9858268028E-01          
2021-03-11                18:05:06.358              69.75354582               1674.085100               70.75354582               1615485906.359            2                         963                       4.9999349670E+01          8.0005119324E+01          4.4999626160E+01          3.7125000000E+01          4.4824851990E+01          0.0000000000E+00          3.1170575625E+04          0.0000000000E+00          5.7535055058E+02          -2.4506894310E+01         -8.5017290299E+01         -2.0936224415E-01         0.0000000000E+00          8.8626606604E+00          1.2140223970E+00          2.5145281374E-01          
2021-03-11                18:05:07.211              69.75355569               1674.085337               70.75355569               1615485907.212            2                         963                       4.9998529816E+01          8.0005119324E+01          4.4999626160E+01          3.7125000000E+01          4.4824851990E+01          0.0000000000E+00          3.1169912578E+04          0.0000000000E+00          5.7350211804E+02          -2.3779465254E+01         -7.7356890460E+01         -1.7676492509E-02         0.0000000000E+00          8.8561167705E+00          1.2679954523E+00          1.8533552727E-01          
2021-03-11                18:05:08.073              69.75356567               1674.085576               70.75356567               1615485908.074            2                         963                       4.9995830282E+01          8.0005119324E+01          4.4999626160E+01          3.7125000000E+01          4.4824851990E+01          0.0000000000E+00          3.1168176094E+04          0.0000000000E+00          5.7645478101E+02          -2.9668737750E+01         -7.1958921135E+01         3.5445322999E-01          0.0000000000E+00          8.5501228868E+00          2.8731898542E+00          2.1901329706E-01          
2021-03-11                18:05:08.930              69.75357558               1674.085814               70.75357558               1615485908.930            2                         963                       4.9996643066E+01          8.0005119324E+01          4.4999626160E+01          3.7125000000E+01          4.4824851990E+01          0.0000000000E+00          3.1167894531E+04          0.0000000000E+00          5.7344251654E+02          -2.5581730719E+01         -9.6143173373E+01         -2.1295834187E-01         0.0000000000E+00          8.7518769120E+00          1.5910941234E+00          2.7111318182E-01          
2021-03-11                18:05:09.783              69.75358546               1674.086051               70.75358546               1615485909.784            2                         963                       5.0000983175E+01          8.0004089864E+01          4.4999602763E+01          3.7125000000E+01          4.4824851990E+01          0.0000000000E+00          3.1170410156E+04          0.0000000000E+00          5.7433954556E+02          -2.7169605793E+01         -1.1055410222E+02         3.7159552056E-01          0.0000000000E+00          8.4887947443E+00          1.3273661754E+00          2.3372990250E-01          
2021-03-11                18:05:10.637              69.75359534               1674.086288               70.75359534               1615485910.637            2                         963                       5.0001180573E+01          8.0003776550E+01          4.4999595642E+01          3.7125000000E+01          4.4824851990E+01          0.0000000000E+00          3.1170551406E+04          0.0000000000E+00          5.7378372715E+02          -2.9081282369E+01         -1.1399371599E+02         -1.6811579996E-01         0.0000000000E+00          8.8417813181E+00          1.3850967698E+00          2.8859552630E-01          
2021-03-11                18:05:11.490              69.75360522               1674.086525               70.75360522               1615485911.491            2                         963                       4.9999599965E+01          8.0003776550E+01          4.4999595642E+01          3.7125000000E+01          4.4824851990E+01          0.0000000000E+00          3.1169634049E+04          0.0000000000E+00          5.7266742863E+02          -2.5974592005E+01         -1.1434033560E+02         -5.0991905232E-02         0.0000000000E+00          8.7853044380E+00          2.1501044451E+00          2.9784291338E-01          
2021-03-11                18:05:12.344              69.75361509               1674.086762               70.75361509               1615485912.344            2                         963                       5.0000501633E+01          8.0003776550E+01          4.4999595642E+01          3.7125000000E+01          4.4824851990E+01          0.0000000000E+00          3.1170552539E+04          0.0000000000E+00          5.7277271164E+02          -2.7652282516E+01         -7.8454864269E+01         -2.3512988605E-01         0.0000000000E+00          8.5804223175E+00          2.8070990329E+00          2.0133331823E-01          
2021-03-11                18:05:13.198              69.75362499               1674.087000               70.75362499               1615485913.199            2                         963                       4.9998809204E+01          8.0003776550E+01          4.4999595642E+01          3.7125000000E+01          4.4824851990E+01          0.0000000000E+00          3.1169789062E+04          0.0000000000E+00          5.7304289215E+02          -2.8608282134E+01         -1.0023428123E+02         -2.8207022467E-02         0.0000000000E+00          8.6744543832E+00          1.4123176938E+00          2.6287098691E-01          
2021-03-11                18:05:14.056              69.75363492               1674.087238               70.75363492               1615485914.057            2                         963                       4.9997606710E+01          8.0003776550E+01          4.4999595642E+01          3.7124166667E+01          4.4824851990E+01          0.0000000000E+00          3.1169413464E+04          0.0000000000E+00          5.7011068170E+02          -2.7834212521E+01         -7.9205172588E+01         1.0779215009E+00          0.0000000000E+00          8.6116018213E+00          1.0514176884E+00          1.2705825397E-01          
2021-03-11                18:05:14.918              69.75364490               1674.087477               70.75364490               1615485914.919            2                         963                       5.0001431173E+01          8.0003564148E+01          4.4999548442E+01          3.7062500000E+01          4.4824887390E+01          0.0000000000E+00          3.1171846667E+04          0.0000000000E+00          5.6969449523E+02          -2.6259671882E+01         -8.3967182680E+01         -2.1979456200E-01         0.0000000000E+00          8.7871685415E+00          1.9019844275E+00          2.1863083201E-01          
2021-03-11                18:05:15.775              69.75365480               1674.087715               70.75365480               1615485915.775            2                         963                       5.0000785217E+01          8.0003227234E+01          4.4999473572E+01          3.7108750000E+01          4.4824943542E+01          0.0000000000E+00          3.1172249375E+04          0.0000000000E+00          5.7074003366E+02          -2.8112550566E+01         -7.3744772242E+01         -2.1243103864E-01         0.0000000000E+00          8.6641585624E+00          1.8851934026E+00          2.0970215472E-01          
2021-03-11                18:05:16.631              69.75366472               1674.087953               70.75366472               1615485916.632            2                         963                       5.0001938375E+01          8.0003227234E+01          4.4999473572E+01          3.7095833333E+01          4.4824943542E+01          0.0000000000E+00          3.1173064974E+04          0.0000000000E+00          5.6838159774E+02          -2.5838426156E+01         -9.7651553741E+01         7.2289991835E-01          0.0000000000E+00          8.6075128671E+00          2.8263596959E+00          2.0454078457E-01          
2021-03-11                18:05:17.490              69.75367466               1674.088192               70.75367466               1615485917.491            2                         963                       4.9996704203E+01          8.0003227234E+01          4.4999473572E+01          3.7074583333E+01          4.4824943542E+01          0.0000000000E+00          3.1169861628E+04          0.0000000000E+00          5.6708960623E+02          -2.6024935135E+01         -9.3348085701E+01         1.9216092462E-01          0.0000000000E+00          8.6713979616E+00          8.8801321708E-01          2.6264574561E-01          
2021-03-11                18:05:18.346              69.75368457               1674.088430               70.75368457               1615485918.347            2                         963                       4.9999170278E+01          8.0003227234E+01          4.4999473572E+01          3.7090833333E+01          4.4824943542E+01          0.0000000000E+00          3.1170146328E+04          0.0000000000E+00          5.6778869909E+02          -2.6913173034E+01         -9.1241284895E+01         1.1482548847E+00          0.0000000000E+00          8.3149347279E+00          2.6426245985E+00          2.5534085310E-01          
